k,seed,rank,project_id,score
250,20260731,1,334274271,0.09837500035300059
250,20260731,2,60246359,0.09708299102574192
250,20260731,3,453068084,0.08370865642323226
250,20260731,4,16563587,0.0756484959585554
250,20260731,5,17165658,0.07478132324476118
250,20260731,6,6838921,0.07354056963999585
250,20260731,7,507775,0.06949392953761793
250,20260731,8,11225014,0.06767033269629816
250,20260731,9,358917318,0.056834599809757705
250,20260731,10,197814629,0.05521392982594824
250,20260731,11,138754790,0.05500286985355425
250,20260731,12,422821402,0.04392369722003375
250,20260731,13,166515022,0.04345644232899618
250,20260731,14,268163609,0.043289559981442405
250,20260731,15,156018,0.04131945740928402
250,20260731,16,6934395,0.03940185159055785
250,20260731,17,385634291,0.036551786551153896
250,20260731,18,208728772,0.03564263841616525
250,20260731,19,546206616,0.03323033667547123
250,20260731,20,3786237,0.0330313987560675
250,20260731,21,190416463,0.03220432398234106
250,20260731,22,41986369,0.029616799923251218
250,20260731,23,341631350,0.029422601566692783
250,20260731,24,388946490,0.028718800436805962
250,20260731,25,5349565,0.028566936834165196
250,20260731,26,7437073,0.02821753726828018
250,20260731,27,351806852,0.02807037462970685
250,20260731,28,619008516,0.027073123476441238
250,20260731,29,150954997,0.02682742776949455
250,20260731,30,23357588,0.0266879472577379
250,20260731,31,302827809,0.026674624737306578
250,20260731,32,9342529,0.0244385180503688
250,20260731,33,11008207,0.024328421968648276
250,20260731,34,23096959,0.024295711626666043
250,20260731,35,130688011,0.02420022521455595
250,20260731,36,19961085,0.023830273875447307
250,20260731,37,99919302,0.02322270228956423
250,20260731,38,911980,0.022846518110299936
250,20260731,39,6358188,0.022808717052166895
250,20260731,40,20587599,0.02272998444946306
250,20260731,41,49876476,0.022554482181728227
250,20260731,42,20300177,0.022291183780264075
250,20260731,43,11695619,0.020665301733678643
250,20260731,44,480217156,0.020132574330006432
250,20260731,45,30449481,0.01988863531079111
250,20260731,46,52855516,0.019134136507752263
250,20260731,47,198683574,0.01896694385908335
250,20260731,48,660776503,0.018515140552669836
250,20260731,49,51905353,0.018227650402551164
250,20260731,50,114619105,0.01817535890799034
250,20260731,51,75425073,0.016986371435040046
250,20260731,52,927442,0.016666446840405146
250,20260731,53,48833910,0.016282367818989403
250,20260731,54,510607652,0.015812644655635436
250,20260731,55,34533675,0.015810233349158206
250,20260731,56,724712,0.015025586947423447
250,20260731,57,7691631,0.014998502537240893
250,20260731,58,105944401,0.014365168494481339
250,20260731,59,49412556,0.013379543849923339
250,20260731,60,77385607,0.013153121566314825
250,20260731,61,27522271,0.012671646360861365
250,20260731,62,357707809,0.012451745625036467
250,20260731,63,44781140,0.011993364463851445
250,20260731,64,359952601,0.01186225257503297
250,20260731,65,158975124,0.011764691007206571
250,20260731,66,95614931,0.01159418973050853
250,20260731,67,4463453,0.011230475446888454
250,20260731,68,543276238,0.01103722116344975
250,20260731,69,270858421,0.0109346510680642
250,20260731,70,192625955,0.010522247632852177
250,20260731,71,496817075,0.01032208231103337
250,20260731,72,5844474,0.01028121595775656
250,20260731,73,187269923,0.010012570216036246
250,20260731,74,60377070,0.009991582882208043
250,20260731,75,305513242,0.009871778268240131
250,20260731,76,81598961,0.009549846444427424
250,20260731,77,13124802,0.009443573818549765
250,20260731,78,19257422,0.009357938581882648
250,20260731,79,168712350,0.009254299929022635
250,20260731,80,1064563,0.009124621777613492
250,20260731,81,2649214,0.009035912596237844
250,20260731,82,182849188,0.009006907268957165
250,20260731,83,442441933,0.0089544417978209
250,20260731,84,160999,0.008835523349885334
250,20260731,85,31792824,0.008802137226862196
250,20260731,86,29759715,0.008800731183585136
250,20260731,87,79317191,0.008744597583110475
250,20260731,88,60075331,0.008372665843970848
250,20260731,89,542714,0.008255821045977996
250,20260731,90,184286875,0.008184183204620513
250,20260731,91,27729907,0.008170451963644411
250,20260731,92,2524488,0.00803129794764784
250,20260731,93,18260583,0.007735456794492986
250,20260731,94,189476904,0.0076618084324965455
250,20260731,95,48617634,0.00744374570423837
250,20260731,96,25780780,0.007362255991953541
250,20260731,97,1362490,0.00720532529399123
250,20260731,98,33745913,0.007007767002783021
250,20260731,99,23247808,0.007007318689777454
250,20260731,100,396856161,0.006955399307091567
250,20260731,101,24560307,0.006866660811960567
250,20260731,102,146459443,0.006858410020684979
250,20260731,103,206417,0.006789838462758806
250,20260731,104,27729880,0.00657516170199163
250,20260731,105,94593596,0.006572448702121988
250,20260731,106,5695907,0.006391988379889916
250,20260731,107,206444,0.006371892590237989
250,20260731,108,20580498,0.006221441031612378
250,20260731,109,125824259,0.006214440087125469
250,20260731,110,3678731,0.006022455633327351
250,20260731,111,20089857,0.006020981048866746
250,20260731,112,90541149,0.005981028139938704
250,20260731,113,192625525,0.0059799005697260665
250,20260731,114,2045207,0.005973869637708762
250,20260731,115,27522241,0.0059579067700662874
250,20260731,116,339993112,0.005816463966988564
250,20260731,117,75821432,0.005605583135073641
250,20260731,118,349627612,0.005565681686315187
250,20260731,119,114187903,0.005518895730159944
250,20260731,120,86868560,0.005501497461694832
250,20260731,121,6650539,0.005257509497784088
250,20260731,122,644742603,0.005252671016661324
250,20260731,123,133442384,0.005248271268292696
250,20260731,124,298763623,0.005245183966519408
250,20260731,125,1050944,0.0052448809753325686
250,20260731,126,95817032,0.005212534631399191
250,20260731,127,528766495,0.005188425754224033
250,20260731,128,47973088,0.005182888084752473
250,20260731,129,50647838,0.0051805069081545
250,20260731,130,449924556,0.005144084178208179
250,20260731,131,6452529,0.005113931652572868
250,20260731,132,4604367,0.005107954617193747
250,20260731,133,266444815,0.005096165681834393
250,20260731,134,507829396,0.0049718296175389354
250,20260731,135,2410676,0.0048335322314117905
250,20260731,136,31006158,0.004812878812280449
250,20260731,137,462329984,0.004810797116186661
250,20260731,138,276042304,0.004626806630086235
250,20260731,139,5683653,0.004605835173959621
250,20260731,140,7083240,0.004511664395351971
250,20260731,141,210716005,0.0044876186937199665
250,20260731,142,201403923,0.004473355221160453
250,20260731,143,323389945,0.0044701443425266656
250,20260731,144,45732002,0.0044520035088569995
250,20260731,145,41349039,0.004439152092315947
250,20260731,146,552661142,0.004377575436869097
250,20260731,147,93163073,0.004328656117315101
250,20260731,148,24494032,0.004318526274460501
250,20260731,149,7357595,0.0043136390076997325
250,20260731,150,67836789,0.004291282232957008
250,20260731,151,206424,0.004250799522616286
250,20260731,152,346976717,0.004131212121168792
250,20260731,153,215566462,0.004130567208640908
250,20260731,154,220186120,0.004026362840756115
250,20260731,155,396867188,0.003928051368076693
250,20260731,156,196057608,0.0039236404235322925
250,20260731,157,287743349,0.003922530976754292
250,20260731,158,276293034,0.0038916884239637143
250,20260731,159,52300938,0.003874612661724822
250,20260731,160,3370128,0.0037955734062166857
250,20260731,161,31315021,0.0037745792838436705
250,20260731,162,84240850,0.003674051578980676
250,20260731,163,13078968,0.0036443220856564136
250,20260731,164,20929025,0.003640715638492682
250,20260731,165,613723,0.003595356284683015
250,20260731,166,19816070,0.003519102897471572
250,20260731,167,44662669,0.003507366174830473
250,20260731,168,141376301,0.0033287813462109963
250,20260731,169,149121954,0.0033224854629019503
250,20260731,170,49670957,0.0033104668156399685
250,20260731,171,20675635,0.0031944259070481166
250,20260731,172,664452562,0.0031532614457802505
250,20260731,173,63809205,0.0031389424165030916
250,20260731,174,1357199,0.0030203770745058822
250,20260731,175,606433492,0.0029832068989402182
